"","n_pokoj","metrarz","cena_m2","rok","dzielnica"
"3604",3,64.43,6829,1950,"Stare Miasto"
"3605",3,67,5358,2003,"Fabryczna"
"3606",2,60.75,11506,NA,"Śródmieście"
"3607",2,53,7528,2008,"Psie Pole"
"3608",3,63,6905,1995,"Psie Pole"
"3609",4,91.01,5813,NA,"Krzyki"
"3610",2,33.8,7367,NA,"Krzyki"
"3611",4,89.56,8921,NA,"Śródmieście"
"3612",3,54.3,9742,NA,"Śródmieście"
"3613",3,51.4,8346,NA,"Śródmieście"
"3614",2,48,8313,NA,"Śródmieście"
"3615",3,53.77,8722,NA,"Śródmieście"
"3616",4,89.5,8927,NA,"Śródmieście"
"3617",3,57,5439,NA,"Psie Pole"
"3618",3,61.99,7872,NA,"Stare Miasto"
"3619",3,62,7871,NA,"Stare Miasto"
"3620",3,58,7960,NA,"Stare Miasto"
"3621",3,62,7871,NA,"Stare Miasto"
"3622",2,47.34,9218,NA,"Stare Miasto"
"3623",2,44.82,9110,NA,"Stare Miasto"
"3624",2,38.62,9208,NA,"Stare Miasto"
"3625",2,38.62,9208,NA,"Stare Miasto"
"3626",2,36.1,9000,NA,"Stare Miasto"
"3627",3,75.32,5908,NA,"Krzyki"
"3628",3,68.02,5878,NA,"Krzyki"
"3629",3,56.9,7364,NA,"Krzyki"
"3630",3,62.98,5860,NA,"Krzyki"
"3631",2,42,5524,NA,"Krzyki"
"3632",2,38,5532,NA,"Krzyki"
"3633",2,35,5551,NA,"Krzyki"
"3634",2,35,5706,NA,"Krzyki"
"3635",3,85,5871,2000,"Psie Pole"
"3636",2,49,6102,2008,"Fabryczna"
"3637",3,57.3,4695,NA,"Psie Pole"
"3638",2,49.66,6786,NA,"Psie Pole"
"3639",2,46,8152,2013,"Stare Miasto"
"3640",2,44,8523,2013,"Stare Miasto"
"3641",NA,141.3,3916,NA,"Krzyki"
"3642",3,74,5014,2005,"Psie Pole"
"3643",2,41,6951,2008,"Krzyki"
"3644",3,67,5373,1960,"Krzyki"
"3645",2,43.81,5684,1930,"Krzyki"
"3646",3,67,5209,NA,"Psie Pole"
"3647",2,54,9815,2009,"Stare Miasto"
"3648",1,45,5311,2009,"Fabryczna"
"3649",3,60.5,5917,1992,"Śródmieście"
"3650",3,58.7,4242,1980,"Fabryczna"
"3651",1,27,7778,2011,NA
"3652",3,59,7034,2016,"Śródmieście"
"3653",1,41,6707,1975,"Fabryczna"
"3654",3,46,5761,1980,"Fabryczna"
"3655",3,60,5600,NA,"Fabryczna"
"3656",3,62,5790,NA,"Fabryczna"
"3657",2,63,5540,NA,"Śródmieście"
"3658",3,61,6721,NA,"Fabryczna"
"3659",4,88,5330,NA,"Śródmieście"
"3660",2,48,7292,2012,"Krzyki"
"3661",3,49,6531,1980,"Krzyki"
"3662",3,48,7042,1965,NA
"3663",2,51.6,5581,2009,"Fabryczna"
"3664",2,46,5217,NA,"Śródmieście"
"3665",3,60.08,6408,2013,NA
"3666",2,47,7447,2011,"Krzyki"
"3667",2,47,6702,2003,"Krzyki"
"3668",2,52.5,7048,1990,"Stare Miasto"
"3669",4,125,5560,1910,"Krzyki"
"3670",4,69,5797,NA,"Krzyki"
"3671",2,51,6961,2002,"Krzyki"
"3672",2,34,7559,NA,"Psie Pole"
"3673",1,24,11246,NA,"Stare Miasto"
"3674",NA,59,4407,NA,"Psie Pole"
"3675",4,75,5320,2018,"Psie Pole"
"3676",3,58,5690,1975,"Fabryczna"
"3677",4,75,5187,2018,"Psie Pole"
"3678",3,63,5952,NA,"Fabryczna"
"3679",4,133,4925,NA,"Krzyki"
"3680",3,67,6597,NA,"Stare Miasto"
"3681",2,60,4883,NA,"Śródmieście"
"3682",7,105,7905,1930,"Śródmieście"
"3683",3,80,5813,2009,"Fabryczna"
"3684",1,47,8489,NA,"Śródmieście"
"3685",3,66,6439,2013,"Krzyki"
"3686",2,42,6167,NA,"Krzyki"
"3687",4,88,5670,NA,NA
"3688",3,71,5197,NA,"Psie Pole"
"3689",3,54,5463,NA,"Psie Pole"
"3690",3,62.5,5120,NA,"Krzyki"
"3691",3,63,5222,1988,"Krzyki"
"3692",3,54.4,5610,NA,"Śródmieście"
"3693",3,59.17,5762,NA,"Śródmieście"
"3694",2,52.45,5450,NA,"Śródmieście"
"3695",3,54.4,5610,NA,"Śródmieście"
"3696",2,52.24,5610,NA,"Śródmieście"
"3697",3,59.51,5760,NA,"Śródmieście"
"3698",2,37,8081,1978,"Śródmieście"
"3699",4,68.54,6084,NA,"Krzyki"
"3700",3,59.88,6383,NA,"Krzyki"
"3701",3,91.51,5781,2011,"Fabryczna"
"3702",2,47,6702,2000,"Krzyki"
"3703",2,53,7528,2008,"Psie Pole"
"3704",5,91,8242,NA,"Krzyki"
"3705",3,62,5242,NA,"Krzyki"
"3706",1,32.9,5859,NA,NA
"3707",1,33,5986,NA,"Psie Pole"
"3708",3,76,5551,NA,"Psie Pole"
"3709",2,56,5289,NA,"Psie Pole"
"3710",4,67,5587,NA,"Psie Pole"
"3711",3,61,8197,NA,"Stare Miasto"
"3712",1,25,8800,2017,NA
"3713",3,63.4,5189,1982,"Fabryczna"
"3714",3,61,8197,1900,"Stare Miasto"
"3715",3,60,5083,NA,"Psie Pole"
"3716",6,220,3159,NA,"Krzyki"
"3717",3,65,5846,NA,"Krzyki"
"3718",3,50,5900,NA,"Stare Miasto"
"3719",2,42,6405,NA,"Fabryczna"
"3720",3,62.5,5184,1985,"Krzyki"
"3721",3,67,5373,1960,"Krzyki"
"3722",2,27.4,5200,NA,"Fabryczna"
"3723",3,50,5900,1972,"Stare Miasto"
"3724",1,24,7875,1970,"Krzyki"
"3725",3,53.5,4654,1930,"Psie Pole"
"3726",2,50,5280,2011,"Psie Pole"
"3727",2,55,6382,2001,"Krzyki"
"3728",2,57,5877,2006,"Fabryczna"
"3729",3,58.37,5000,NA,"Fabryczna"
"3730",2,56.6,5400,2016,"Psie Pole"
"3731",2,45,6222,NA,"Śródmieście"
"3732",3,57,5667,NA,"Psie Pole"
"3733",3,64,6016,NA,"Psie Pole"
"3734",3,63,5159,NA,NA
"3735",3,65,5262,NA,"Krzyki"
"3736",2,45,5089,NA,"Śródmieście"
"3737",3,69.4,5476,1960,"Stare Miasto"
"3738",3,99.6,4970,1900,"Śródmieście"
"3739",1,22,10000,NA,"Stare Miasto"
"3740",1,22,10000,NA,"Stare Miasto"
"3741",2,42.5,6565,2002,"Fabryczna"
"3742",2,48.57,5353,2013,"Fabryczna"
"3743",3,100,7400,2012,NA
"3744",3,96.52,2980,NA,"Psie Pole"
"3745",2,52,7308,NA,"Krzyki"
"3746",4,95,12632,NA,"Stare Miasto"
"3747",2,45,6200,NA,"Śródmieście"
"3748",1,33,7121,2010,"Fabryczna"
"3749",2,65,8462,NA,"Stare Miasto"
"3750",2,43,7093,NA,"Stare Miasto"
"3751",4,108,6944,2012,"Krzyki"
"3752",2,52,6404,NA,"Psie Pole"
"3753",1,29,8966,NA,"Stare Miasto"
"3754",2,48,6042,NA,"Psie Pole"
"3755",2,53.35,5979,2007,"Fabryczna"
"3756",2,55,6727,NA,"Śródmieście"
"3757",2,50,6980,NA,"Krzyki"
"3758",3,85,6000,2002,"Krzyki"
"3759",5,110,7273,2015,"Fabryczna"
"3760",3,75,10800,2015,"Śródmieście"
"3761",3,75,5987,2006,"Krzyki"
"3762",4,110,5445,2006,"Krzyki"
"3763",4,108,5093,1960,"Stare Miasto"
"3764",4,85,7988,2006,"Krzyki"
"3765",2,47,5251,NA,"Krzyki"
"3766",4,71,5423,1991,"Krzyki"
"3767",4,74,6419,2009,"Fabryczna"
"3768",3,61.2,5670,2009,NA
"3769",3,68.7,6097,NA,"Krzyki"
"3770",2,43.7,5400,NA,"Fabryczna"
"3771",2,47.5,5400,NA,"Fabryczna"
"3772",2,49.83,5400,NA,"Fabryczna"
"3773",2,44.19,5400,NA,"Fabryczna"
"3774",2,49.83,5400,NA,"Fabryczna"
"3775",2,49.83,5400,NA,"Fabryczna"
"3776",2,43.7,5400,NA,"Fabryczna"
"3777",4,76.35,5400,NA,"Fabryczna"
"3778",2,40.37,5450,NA,"Krzyki"
"3779",2,38.06,5491,NA,"Krzyki"
"3780",2,38.06,5491,NA,"Krzyki"
"3781",4,55.53,5547,NA,"Krzyki"
"3782",3,51.15,5484,NA,"Krzyki"
"3783",4,55.53,5547,NA,"Krzyki"
"3784",1,35.48,5299,NA,"Krzyki"
"3785",2,66.95,5004,1930,"Śródmieście"
"3786",1,27,7370,1975,"Krzyki"
"3787",2,44,5750,1935,"Krzyki"
"3788",4,93.96,4140,1920,"Fabryczna"
"3789",2,64,4844,NA,"Krzyki"
"3790",3,48,6229,1989,"Śródmieście"
"3791",1,29.49,5086,2017,"Fabryczna"
"3792",2,46.49,6642,2017,"Fabryczna"
"3793",2,46.92,5968,2016,"Krzyki"
"3794",3,52.81,6359,2017,"Krzyki"
"3795",3,47.36,5500,2018,"Krzyki"
"3796",2,50,6800,2010,"Psie Pole"
"3797",2,38,6447,NA,"Krzyki"
"3798",2,44,6591,2000,"Krzyki"
"3799",1,25,7379,NA,"Stare Miasto"
"3800",2,36,7291,NA,"Śródmieście"
"3801",3,48.61,6100,2018,"Fabryczna"
"3802",3,47.16,6100,2018,"Fabryczna"
"3803",3,47.16,6100,2018,"Fabryczna"
"3804",3,63,5238,1980,"Krzyki"
"3805",2,59,6186,1997,"Stare Miasto"
"3806",2,54,9815,2010,"Stare Miasto"
"3807",4,74.94,5690,2018,"Fabryczna"
"3808",4,64.61,5590,2018,"Fabryczna"
"3809",4,61.95,5490,2018,"Fabryczna"
"3810",3,58.71,5590,2018,"Fabryczna"
"3811",3,53,5590,2018,"Fabryczna"
"3812",2,41.32,5590,2018,"Fabryczna"
"3813",2,39.26,5883,2018,"Fabryczna"
"3814",3,62.5,5472,1985,"Krzyki"
"3815",2,58,5862,2011,"Krzyki"
"3816",3,81,3815,1930,"Krzyki"
"3817",2,45,8844,2017,"Krzyki"
"3818",4,78.3,6000,NA,"Stare Miasto"
"3819",2,63,6190,2004,"Stare Miasto"
"3820",3,49,5612,NA,"Krzyki"
"3821",2,38,5532,NA,"Krzyki"
"3822",4,64,5781,2011,"Fabryczna"
"3823",2,52,5558,NA,"Śródmieście"
"3824",1,26,8038,2016,"Krzyki"
"3825",3,66,4773,NA,"Śródmieście"
"3826",3,57,5421,1978,"Krzyki"
"3827",2,60,6333,2001,"Krzyki"
"3828",3,63,5127,1983,"Krzyki"
"3829",4,96,4479,1930,"Stare Miasto"
"3830",2,40,5500,1980,"Psie Pole"
"3831",2,42.51,5528,2008,"Krzyki"
"3832",3,75,4333,NA,"Śródmieście"
"3833",5,180,5667,NA,"Krzyki"
"3834",3,65,5215,1986,"Krzyki"
"3835",3,72.6,5234,NA,"Krzyki"
"3836",2,49.2,5328,NA,"Fabryczna"
"3837",2,48.1,6549,NA,"Krzyki"
"3838",2,53.6,4907,NA,"Fabryczna"
"3839",2,33.6,5511,NA,"Krzyki"
"3840",3,63.9,6097,NA,"Krzyki"
"3841",3,58.46,5008,NA,"Fabryczna"
"3842",3,58.46,5008,NA,"Fabryczna"
"3843",2,37.18,5461,NA,"Fabryczna"
"3844",2,37.18,5461,NA,"Fabryczna"
"3845",2,37.18,5461,NA,"Fabryczna"
"3846",2,37.18,5461,NA,"Fabryczna"
"3847",2,37.18,5461,NA,"Fabryczna"
"3848",3,58.8,5581,NA,"Fabryczna"
"3849",2,53.16,5490,NA,"Fabryczna"
"3850",3,58.8,5581,NA,"Fabryczna"
"3851",3,58.8,5581,NA,"Fabryczna"
"3852",2,51.07,5496,NA,"Fabryczna"
"3853",2,53.16,5490,NA,"Fabryczna"
"3854",2,51.07,5496,NA,"Fabryczna"
"3855",2,51.07,5496,NA,"Fabryczna"
"3856",2,53.16,5490,NA,"Fabryczna"
"3857",2,51.07,5496,NA,"Fabryczna"
"3858",2,48.2,5400,NA,"Krzyki"
"3859",2,48.2,5400,NA,"Krzyki"
"3860",2,47.98,5405,NA,"Krzyki"
"3861",2,48.2,5400,NA,"Krzyki"
"3862",2,47.98,5405,NA,"Krzyki"
"3863",2,47.98,5405,NA,"Krzyki"
"3864",2,48.2,5400,NA,"Krzyki"
"3865",2,47.98,5405,NA,"Krzyki"
"3866",2,47.98,5405,NA,"Krzyki"
"3867",2,48.2,5400,NA,"Krzyki"
"3868",2,48.2,5400,NA,"Krzyki"
"3869",2,47.98,5405,NA,"Krzyki"
"3870",3,68.05,5473,NA,"Fabryczna"
"3871",2,47.98,5405,NA,"Krzyki"
"3872",3,68.05,5473,NA,"Fabryczna"
"3873",3,68.05,5473,NA,"Fabryczna"
"3874",3,68.05,5473,NA,"Fabryczna"
"3875",3,68.05,5473,NA,"Fabryczna"
"3876",4,85.4,5001,NA,"Psie Pole"
"3877",3,45.73,5987,NA,"Fabryczna"
"3878",3,61.71,5000,NA,"Fabryczna"
"3879",3,45.73,5987,NA,"Fabryczna"
"3880",2,38.24,5000,NA,"Fabryczna"
"3881",2,35.3,5200,NA,"Fabryczna"
"3882",2,29.86,5244,NA,"Fabryczna"
"3883",2,38.37,5000,NA,"Fabryczna"
"3884",2,35.3,5200,NA,"Fabryczna"
"3885",1,31.1,5759,NA,"Krzyki"
"3886",1,31.1,5759,NA,"Krzyki"
"3887",1,31.1,5759,NA,"Krzyki"
"3888",2,33.6,5511,NA,"Krzyki"
"3889",1,31.1,5759,NA,"Krzyki"
"3890",2,33.6,5511,NA,"Krzyki"
"3891",2,33.6,5511,NA,"Krzyki"
"3892",2,44.5,5656,NA,"Psie Pole"
"3893",3,51.5,5441,NA,"Psie Pole"
"3894",4,98.3,4619,NA,"Psie Pole"
"3895",3,63.9,6097,NA,"Krzyki"
"3896",3,63.9,6097,NA,"Krzyki"
"3897",4,105.5,6197,NA,"Krzyki"
"3898",4,105.5,6197,NA,"Krzyki"
"3899",3,63.9,6097,NA,"Krzyki"
"3900",4,105.5,6197,NA,"Krzyki"
"3901",4,105.5,6197,NA,"Krzyki"
"3902",3,63.9,6097,NA,"Krzyki"
"3903",3,63.9,6097,NA,"Krzyki"
"3904",3,63.9,6097,NA,"Krzyki"
"3905",3,63.9,6097,NA,"Krzyki"
"3906",3,63.9,6097,NA,"Krzyki"
"3907",3,63.9,6097,NA,"Krzyki"
"3908",3,68.7,6094,NA,"Krzyki"
"3909",3,68.7,6094,NA,"Krzyki"
"3910",3,68.7,6094,NA,"Krzyki"
"3911",3,68.7,6094,NA,"Krzyki"
"3912",3,63.93,6097,NA,"Krzyki"
"3913",3,63.93,6097,NA,"Krzyki"
"3914",3,63.93,6097,NA,"Krzyki"
"3915",3,63.93,6097,NA,"Krzyki"
"3916",3,60.96,6299,NA,"Fabryczna"
"3917",3,52.47,6500,NA,"Stare Miasto"
"3918",3,65.17,5000,NA,"Krzyki"
"3919",3,65.17,5000,NA,"Krzyki"
"3920",3,65.17,5000,NA,"Krzyki"
"3921",3,65.17,5000,NA,"Krzyki"
"3922",2,52.24,5510,NA,"Śródmieście"
"3923",2,52.24,5510,NA,"Śródmieście"
"3924",3,69,5638,2011,"Psie Pole"
"3925",2,46,5587,1984,"Fabryczna"
"3926",2,49,8163,2010,"Fabryczna"
"3927",3,62.4,4647,NA,"Psie Pole"
"3928",2,48,4792,1940,"Śródmieście"
"3929",2,24.48,9471,2018,"Fabryczna"
"3930",2,45,5333,1955,"Śródmieście"
"3931",1,45,5311,2010,"Fabryczna"
"3932",2,50,7000,NA,"Śródmieście"
"3933",3,67,5896,2002,"Fabryczna"
"3934",3,57.86,15624,NA,"Stare Miasto"
"3935",3,59.31,6053,NA,"Krzyki"
"3936",3,56.81,6178,NA,"Krzyki"
"3937",1,35.5,5400,NA,"Fabryczna"
"3938",3,60,5200,NA,"Fabryczna"
"3939",2,42.6,6784,NA,"Stare Miasto"
"3940",2,42.3,6832,NA,"Stare Miasto"
"3941",2,39.25,7236,NA,"Stare Miasto"
"3942",2,37.9,7230,NA,"Stare Miasto"
"3943",2,36.3,6860,NA,"Stare Miasto"
"3944",2,36.1,7175,NA,"Stare Miasto"
"3945",4,88,5227,2012,"Krzyki"
"3946",2,49,5367,2011,"Psie Pole"
"3947",2,54,6519,2001,"Krzyki"
"3948",4,83,4759,1985,"Krzyki"
"3949",1,17.07,9471,NA,"Fabryczna"
"3950",3,91.5,5781,2011,"Fabryczna"
"3951",3,65,7538,NA,"Stare Miasto"
"3952",3,71,7028,NA,"Fabryczna"
"3953",3,54,4722,NA,"Psie Pole"
"3954",2,56,5982,NA,"Krzyki"
"3955",2,50,5980,NA,"Psie Pole"
"3956",3,63,5157,NA,"Krzyki"
"3957",2,45.11,6500,2018,"Stare Miasto"
"3958",3,55,6909,1975,"Krzyki"
"3959",3,61,3934,1930,"Fabryczna"
"3960",4,128,2773,2015,NA
"3961",3,62,5242,1990,"Fabryczna"
"3962",2,49.96,8207,NA,"Stare Miasto"
"3963",2,50.2,5558,NA,"Stare Miasto"
"3964",2,44,6591,2007,"Krzyki"
"3965",3,52,7115,2012,"Fabryczna"
"3966",2,46.2,5823,1970,"Fabryczna"
"3967",3,56.4,5525,NA,"Psie Pole"
"3968",3,82.14,4371,1980,"Fabryczna"
"3969",2,44,5795,NA,"Krzyki"
"3970",3,67.1,5200,NA,"Krzyki"
"3971",2,53.45,4950,NA,"Krzyki"
"3972",3,65.51,5350,NA,"Krzyki"
"3973",2,48.72,4900,NA,"Krzyki"
"3974",2,48.15,4990,NA,"Krzyki"
"3975",2,48.3,5797,2005,"Fabryczna"
"3976",5,123.7,6063,1930,"Krzyki"
"3977",2,52,5481,2003,"Fabryczna"
"3978",2,43,5465,2015,"Psie Pole"
"3979",3,64.12,5550,NA,"Krzyki"
"3980",2,54.74,4950,NA,"Krzyki"
"3981",2,49.42,4990,NA,"Krzyki"
"3982",2,38,7842,1980,"Krzyki"
"3983",3,75,5267,NA,"Psie Pole"
"3984",3,62.5,5120,1989,"Krzyki"
"3985",4,74.5,5570,1992,"Fabryczna"
"3986",2,39,7667,1965,"Stare Miasto"
"3987",2,54,6556,NA,"Śródmieście"
"3988",2,53,6774,1993,"Śródmieście"
"3989",2,62,7984,NA,"Stare Miasto"
"3990",2,52,7404,NA,"Stare Miasto"
"3991",2,51,25000,NA,"Krzyki"
"3992",3,48,9792,NA,"Stare Miasto"
"3993",3,90,6211,1980,"Fabryczna"
"3994",1,38,6053,NA,"Fabryczna"
"3995",3,72.5,6372,NA,"Krzyki"
"3996",3,56,6518,2009,"Krzyki"
"3997",4,80,4875,2003,"Fabryczna"
"3998",2,50,6660,2000,"Krzyki"
"3999",4,99,4636,2006,"Krzyki"
"4000",2,38,6974,1977,"Krzyki"
"4001",2,33,6970,NA,"Krzyki"
"4002",2,40,6900,1969,"Stare Miasto"
"4003",2,50,5500,2015,"Krzyki"
"4004",3,55,6364,NA,"Stare Miasto"
"4005",3,69.3,5758,2002,"Krzyki"
"4006",3,67.5,5170,2004,NA
"4007",2,38,6053,1977,"Fabryczna"
"4008",2,36,6917,NA,"Krzyki"
"4009",2,57.5,6087,2010,"Fabryczna"
"4010",3,47,6670,1970,"Fabryczna"
"4011",3,63.5,5953,1992,"Fabryczna"
"4012",2,45,6244,2012,"Psie Pole"
"4013",3,62.4,5000,1978,NA
"4014",3,66,5606,NA,"Krzyki"
"4015",3,55,5636,1981,"Fabryczna"
"4016",3,63.7,5322,1980,NA
"4017",2,41,6585,2011,"Fabryczna"
"4018",3,47.8,6255,1980,"Śródmieście"
"4019",1,34,7029,1998,NA
"4020",2,52,4788,1910,NA
"4021",3,67,6119,NA,"Fabryczna"
"4022",2,52,5865,1930,"Stare Miasto"
"4023",2,44.22,5434,NA,"Fabryczna"
"4024",2,37.32,5445,NA,"Fabryczna"
"4025",2,44.22,5434,NA,"Fabryczna"
"4026",4,74.93,5502,NA,"Fabryczna"
"4027",2,43.7,5400,NA,"Fabryczna"
"4028",4,78.63,5515,NA,"Fabryczna"
"4029",2,43.18,5434,NA,"Fabryczna"
"4030",2,43.18,5434,NA,"Fabryczna"
"4031",2,41.82,5428,NA,"Fabryczna"
"4032",2,41.82,5428,NA,"Fabryczna"
"4033",2,43.21,5486,NA,"Fabryczna"
"4034",2,41.82,5428,NA,"Fabryczna"
"4035",4,74.93,5502,NA,"Fabryczna"
"4036",2,43.21,5486,NA,"Fabryczna"
"4037",2,41.82,5428,NA,"Fabryczna"
"4038",4,97.78,5517,NA,"Fabryczna"
"4039",2,43.21,5486,NA,"Fabryczna"
"4040",2,43.21,5430,NA,"Fabryczna"
"4041",4,97.78,5517,NA,"Fabryczna"
"4042",4,76.79,5558,NA,"Fabryczna"
"4043",2,43.21,5486,NA,"Fabryczna"
"4044",2,41.82,5428,NA,"Fabryczna"
"4045",2,43.21,5486,NA,"Fabryczna"
"4046",2,41.82,5428,NA,"Fabryczna"
"4047",2,43.21,5532,NA,"Fabryczna"
"4048",2,43.21,5532,NA,"Fabryczna"
"4049",2,43.21,5532,NA,"Fabryczna"
"4050",2,43.21,5532,NA,"Fabryczna"
"4051",2,43.21,5532,NA,"Fabryczna"
"4052",2,43.21,5532,NA,"Fabryczna"
"4053",2,43.21,5532,NA,"Fabryczna"
"4054",2,43.21,5532,NA,"Fabryczna"
"4055",2,43.21,5532,NA,"Fabryczna"
"4056",2,43.21,5532,NA,"Fabryczna"
"4057",4,76.79,5558,NA,"Fabryczna"
"4058",2,43.21,5430,NA,"Fabryczna"
"4059",2,43.21,5486,NA,"Fabryczna"
"4060",2,41.82,5428,NA,"Fabryczna"
"4061",4,74.89,5502,NA,"Fabryczna"
"4062",4,74.89,5502,NA,"Fabryczna"
"4063",2,41.82,5428,NA,"Fabryczna"
"4064",2,41.82,5486,NA,"Fabryczna"
"4065",2,41.82,5486,NA,"Fabryczna"
"4066",2,41.82,5428,NA,"Fabryczna"
"4067",2,41.82,5486,NA,"Fabryczna"
"4068",2,41.82,5428,NA,"Fabryczna"
"4069",4,74.93,5502,NA,"Fabryczna"
"4070",2,41.82,5486,NA,"Fabryczna"
"4071",2,41.82,5428,NA,"Fabryczna"
"4072",2,41.82,5486,NA,"Fabryczna"
"4073",4,74.93,5502,NA,"Fabryczna"
"4074",2,41.82,5428,NA,"Fabryczna"
"4075",2,41.82,5486,NA,"Fabryczna"
"4076",4,74.93,5502,NA,"Fabryczna"
"4077",2,43.18,5434,NA,"Fabryczna"
"4078",4,74.93,5502,NA,"Fabryczna"
"4079",2,43.4,5400,NA,"Fabryczna"
"4080",2,41.82,5428,NA,"Fabryczna"
"4081",4,76.79,5558,NA,"Fabryczna"
"4082",2,41.82,5428,NA,"Fabryczna"
"4083",2,41.82,5486,NA,"Fabryczna"
"4084",4,74.89,5502,NA,"Fabryczna"
"4085",2,43.21,5430,NA,"Fabryczna"
"4086",4,97.78,5517,NA,"Fabryczna"
"4087",3,62.33,5491,NA,"Fabryczna"
"4088",2,43.21,5486,NA,"Fabryczna"
"4089",2,43.21,5486,NA,"Fabryczna"
"4090",2,43.18,5434,NA,"Fabryczna"
"4091",2,43.18,5434,NA,"Fabryczna"
"4092",2,41.82,5486,NA,"Fabryczna"
"4093",2,43.21,5430,NA,"Fabryczna"
"4094",4,76.79,5558,NA,"Fabryczna"
"4095",4,74.89,5502,NA,"Fabryczna"
"4096",2,43.18,5434,NA,"Fabryczna"
"4097",2,43.18,5434,NA,"Fabryczna"
"4098",2,41.82,5428,NA,"Fabryczna"
"4099",2,41.82,5428,NA,"Fabryczna"
"4100",2,43.18,5434,NA,"Fabryczna"
"4101",2,41.82,5428,NA,"Fabryczna"
"4102",4,97.78,5517,NA,"Fabryczna"
"4103",2,43.21,5486,NA,"Fabryczna"
"4104",2,43.18,5434,NA,"Fabryczna"
"4105",4,97.78,5517,NA,"Fabryczna"
"4106",2,41.82,5428,NA,"Fabryczna"
"4107",2,43.18,5434,NA,"Fabryczna"
"4108",4,97.78,5517,NA,"Fabryczna"
"4109",2,43.21,5486,NA,"Fabryczna"
"4110",2,43.21,5430,NA,"Fabryczna"
"4111",2,41.82,5428,NA,"Fabryczna"
"4112",2,43.21,5430,NA,"Fabryczna"
"4113",4,76.79,5558,NA,"Fabryczna"
"4114",2,43.21,5430,NA,"Fabryczna"
"4115",2,43.21,5430,NA,"Fabryczna"
"4116",2,43.21,5430,NA,"Fabryczna"
"4117",4,76.79,5558,NA,"Fabryczna"
"4118",4,97.78,5517,NA,"Fabryczna"
"4119",2,43.18,5434,NA,"Fabryczna"
"4120",2,43.21,5430,NA,"Fabryczna"
"4121",2,43.18,5434,NA,"Fabryczna"
"4122",2,43.21,5430,NA,"Fabryczna"
"4123",2,43.21,5430,NA,"Fabryczna"
"4124",2,43.21,5430,NA,"Fabryczna"
"4125",4,76.79,5558,NA,"Fabryczna"
"4126",4,76.79,5558,NA,"Fabryczna"
"4127",4,97.78,5517,NA,"Fabryczna"
"4128",2,43.21,5430,NA,"Fabryczna"
"4129",2,43.21,5430,NA,"Fabryczna"
"4130",4,97.78,5517,NA,"Fabryczna"
"4131",2,43.21,5430,NA,"Fabryczna"
"4132",2,43.21,5430,NA,"Fabryczna"
"4133",4,97.78,5517,NA,"Fabryczna"
"4134",4,76.79,5558,NA,"Fabryczna"
"4135",2,43.21,5430,NA,"Fabryczna"
"4136",2,41.82,5428,NA,"Fabryczna"
"4137",4,74.89,5502,NA,"Fabryczna"
"4138",2,43.21,5430,NA,"Fabryczna"
"4139",4,74.89,5502,NA,"Fabryczna"
"4140",2,43.21,5430,NA,"Fabryczna"
"4141",2,43.21,5430,NA,"Fabryczna"
"4142",3,63.15,5480,NA,"Fabryczna"
"4143",2,41.82,5428,NA,"Fabryczna"
"4144",4,76.79,5558,NA,"Fabryczna"
"4145",2,43.21,5430,NA,"Fabryczna"
"4146",4,76.79,5558,NA,"Fabryczna"
"4147",2,43.21,5430,NA,"Fabryczna"
"4148",2,43.21,5430,NA,"Fabryczna"
"4149",2,43.21,5430,NA,"Fabryczna"
"4150",4,76.79,5558,NA,"Fabryczna"
"4151",3,64.15,6220,2013,"Fabryczna"
"4152",2,43.21,5430,NA,"Fabryczna"
"4153",4,76.79,5558,NA,"Fabryczna"
"4154",2,36.33,8230,2016,"Krzyki"
"4155",2,31.62,9456,2016,"Krzyki"
"4156",2,43.21,5430,NA,"Fabryczna"
"4157",4,74.93,5502,NA,"Fabryczna"
"4158",4,76.79,5558,NA,"Fabryczna"
"4159",4,76.79,5558,NA,"Fabryczna"
"4160",4,74.93,5502,NA,"Fabryczna"
"4161",2,43.21,5430,NA,"Fabryczna"
"4162",4,76.79,5558,NA,"Fabryczna"
"4163",4,76.79,5558,NA,"Fabryczna"
"4164",2,43.21,5430,NA,"Fabryczna"
"4165",4,76.79,5558,NA,"Fabryczna"
"4166",4,74.89,5502,NA,"Fabryczna"
"4167",4,76.79,5558,NA,"Fabryczna"
"4168",3,62.33,5491,NA,"Fabryczna"
"4169",2,41.82,5486,NA,"Fabryczna"
"4170",2,41.82,5486,NA,"Fabryczna"
"4171",4,74.93,5502,NA,"Fabryczna"
"4172",4,76.79,5558,NA,"Fabryczna"
"4173",4,74.93,5502,NA,"Fabryczna"
"4174",4,74.89,5502,NA,"Fabryczna"
"4175",2,43.21,5430,NA,"Fabryczna"
"4176",4,74.89,5502,NA,"Fabryczna"
"4177",4,74.89,5502,NA,"Fabryczna"
"4178",2,43.21,5430,NA,"Fabryczna"
"4179",4,76.79,5558,NA,"Fabryczna"
"4180",3,64.26,6097,NA,"Krzyki"
"4181",3,64.16,6097,NA,"Krzyki"
"4182",3,63.97,6097,NA,"Krzyki"
"4183",3,64.26,6097,NA,"Krzyki"
"4184",3,64.26,6097,NA,"Krzyki"
"4185",3,68.7,6097,NA,"Krzyki"
"4186",3,68.68,6097,NA,"Krzyki"
